prodi_id,nama_prodi_spesifik,alias,kelompok_prodi_resmi,rumpun_ilmu,mapel_kurmer,mapel_k13_ipa,mapel_k13_ips,mapel_k13_bahasa,confidence_score,catatan_mapping,sumber_mapel
P0242,Pendidikan Luar Biasa,Pendidikan Khusus,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan.,Kepmendikdasmen 102/M/2025
P0243,Pendidikan Masyarakat,Pendidikan Luar Sekolah,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan.,Kepmendikdasmen 102/M/2025
P0244,Teknologi Pendidikan,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,"Mapel relevan, bisa Matematika/Komputer sesuai kampus.",Kepmendikdasmen 102/M/2025
P0245,Administrasi Pendidikan,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan.,Kepmendikdasmen 102/M/2025
P0246,Bimbingan dan Konseling,BK,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,"Mapel relevan, bisa Sosiologi/Psikologi.",Kepmendikdasmen 102/M/2025
P0247,Pendidikan Matematika,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Matematika Tingkat Lanjut.,Kepmendikdasmen 102/M/2025
P0248,Pendidikan Fisika,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Fisika.,Kepmendikdasmen 102/M/2025
P0249,Pendidikan Kimia,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Kimia.,Kepmendikdasmen 102/M/2025
P0250,Pendidikan Biologi,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Biologi.,Kepmendikdasmen 102/M/2025
P0251,Pendidikan IPA,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Biologi/Fisika/Kimia.,Kepmendikdasmen 102/M/2025
P0252,Pendidikan IPS,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Sosiologi/Geografi/Ekonomi/Sejarah.,Kepmendikdasmen 102/M/2025
P0253,Pendidikan Ekonomi,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Ekonomi.,Kepmendikdasmen 102/M/2025
P0254,Pendidikan Akuntansi,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Ekonomi.,Kepmendikdasmen 102/M/2025
P0255,Pendidikan Bisnis,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Ekonomi.,Kepmendikdasmen 102/M/2025
P0256,Pendidikan Administrasi Perkantoran,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Ekonomi.,Kepmendikdasmen 102/M/2025
P0257,Pendidikan Pancasila dan Kewarganegaraan,PPKn,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Pendidikan Pancasila/PPKn.,Kepmendikdasmen 102/M/2025
P0258,Pendidikan Sosiologi,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Sosiologi.,Kepmendikdasmen 102/M/2025
P0259,Pendidikan Antropologi,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Antropologi/Sosiologi.,Kepmendikdasmen 102/M/2025
P0260,Pendidikan Teknik Informatika,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Matematika.,Kepmendikdasmen 102/M/2025
P0261,Pendidikan Teknologi Informasi,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Matematika.,Kepmendikdasmen 102/M/2025
P0262,Pendidikan Teknik Elektro,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Fisika/Matematika.,Kepmendikdasmen 102/M/2025
P0263,Pendidikan Teknik Mesin,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Fisika/Matematika.,Kepmendikdasmen 102/M/2025
P0264,Pendidikan Teknik Bangunan,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Fisika/Matematika.,Kepmendikdasmen 102/M/2025
P0265,Pendidikan Teknik Otomotif,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Fisika/Matematika.,Kepmendikdasmen 102/M/2025
P0266,Pendidikan Tata Boga,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Kimia/Biologi.,Kepmendikdasmen 102/M/2025
P0267,Pendidikan Tata Busana,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Seni Budaya.,Kepmendikdasmen 102/M/2025
P0268,Pendidikan Tata Rias,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Seni Budaya.,Kepmendikdasmen 102/M/2025
P0269,Pendidikan Seni Rupa,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Seni Budaya.,Kepmendikdasmen 102/M/2025
P0270,Pendidikan Seni Musik,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Seni Budaya.,Kepmendikdasmen 102/M/2025
P0271,Pendidikan Seni Tari,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: Seni Budaya.,Kepmendikdasmen 102/M/2025
P0272,Pendidikan Jasmani,PJKR,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: PJOK/Biologi.,Kepmendikdasmen 102/M/2025
P0273,Pendidikan Kepelatihan Olahraga,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,1.0,Mapel relevan: PJOK/Biologi.,Kepmendikdasmen 102/M/2025
P0274,Pendidikan Agama Islam,PAI,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0275,Pendidikan Agama Kristen,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0276,Pendidikan Agama Katolik,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0277,Pendidikan Agama Hindu,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0278,Pendidikan Agama Buddha,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan keagamaan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0279,Pendidikan Guru Madrasah Ibtidaiyah,PGMI,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan keagamaan/kependidikan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0280,Pendidikan Islam Anak Usia Dini,PIAUD,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan keagamaan/kependidikan; verifikasi kampus.,Kepmendikdasmen 102/M/2025
P0281,Tadris Matematika,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan: Matematika.,Kepmendikdasmen 102/M/2025
P0282,Tadris Biologi,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan: Biologi.,Kepmendikdasmen 102/M/2025
P0283,Tadris Fisika,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan: Fisika.,Kepmendikdasmen 102/M/2025
P0284,Tadris Kimia,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan: Kimia.,Kepmendikdasmen 102/M/2025
P0285,Tadris Bahasa Inggris,,Pendidikan,Ilmu Terapan,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,Paling banyak 1 mata pelajaran pendukung yang relevan dengan program studi kependidikannya,0.95,Mapel relevan: Bahasa Inggris.,Kepmendikdasmen 102/M/2025
P0286,Teknik Sipil,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0287,Teknik Mesin,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0288,Teknik Elektro,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0289,Teknik Industri,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0290,Teknik Kimia,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0291,Teknik Fisika,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0292,Teknik Material,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0293,Teknik Metalurgi,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0294,Teknik Lingkungan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,0.9,Bisa juga Ilmu/Sains Lingkungan.,Kepmendikdasmen 102/M/2025
P0295,Teknik Pertambangan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0296,Teknik Perminyakan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0297,Teknik Geomatika,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0298,Teknik Kelautan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0299,Teknik Perkapalan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0300,Teknik Sistem Perkapalan,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0301,Teknik Transportasi Laut,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0302,Teknik Dirgantara,Teknik Penerbangan,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0303,Teknik Nuklir,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0304,Teknik Biomedis,Biomedical Engineering,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0305,Teknik Bioproses,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0306,Teknik Robotika,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0307,Teknik Mekatronika,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
P0308,Teknik Otomasi,,Teknik atau Rekayasa,Ilmu Terapan,Fisika/Kimia dan/atau Matematika Tingkat Lanjut,Fisika/Kimia dan/atau Matematika dari kelompok peminatan MIPA,Fisika/Kimia dan/atau Matematika,Fisika/Kimia dan/atau Matematika,1.0,,Kepmendikdasmen 102/M/2025
